OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesPersonID,OrderStatus
O1759,3/21/2024,C1053,P1079,2,1237.7,0.17,E110,Delivered
O1760,5/30/2024,C1007,P1035,3,689.73,0.11,E111,Delivered
O1761,5/1/2025,C1090,P1077,4,314.05,0.12,E103,Pending
O1762,1/27/2024,C1123,P1010,2,1330.32,0.18,E109,Pending
O1763,5/25/2025,C1076,P1035,4,1488.8,0.08,E107,Returned
O1764,8/9/2025,C1120,P1006,3,849.96,0.2,E114,Returned
O1765,12/23/2025,C1126,P1094,2,1272.8,0.16,E104,Delivered
O1766,10/21/2024,C1118,P1075,1,452.67,0.14,E103,Pending
O1767,6/24/2025,C1155,P1079,3,1231.01,0.07,E107,Pending
O1768,7/11/2025,C1058,P1075,1,710.67,0.11,E113,Returned
O1769,6/12/2024,C1141,P1072,4,757.12,0.18,E113,Delivered
O1770,4/1/2025,C1061,P1055,3,149.86,0.11,E109,Returned
O1771,2/8/2025,C1191,P1083,2,548.61,0.15,E100,Returned
O1772,1/1/2025,C1036,P1067,1,537.98,0.18,E111,Pending
O1773,8/28/2024,C1003,P1052,2,174.18,0.08,E103,Returned
O1774,7/16/2024,C1163,P1039,2,1320.31,0.17,E111,Returned
O1775,2/11/2024,C1160,P1020,1,760.01,0.06,E102,Delivered
O1776,5/23/2025,C1170,P1002,3,357.42,0.06,E106,Pending
O1777,11/9/2025,C1168,P1036,3,347.6,0.06,E110,Delivered
O1778,8/3/2025,C1098,P1082,2,247.19,0.11,E109,Returned
O1779,7/4/2025,C1195,P1021,4,381.73,0.1,E113,Delivered
O1780,2/1/2024,C1143,P1013,1,404.39,0.12,E106,Delivered
O1781,4/12/2024,C1197,P1058,2,1395.3,0.15,E113,Pending
O1782,3/26/2024,C1018,P1095,2,1001.98,0.12,E108,Delivered
O1783,10/5/2024,C1049,P1085,5,325.86,0.09,E103,Delivered
O1784,9/1/2024,C1158,P1019,3,1227.48,0.11,E111,Pending
O1785,9/25/2024,C1150,P1023,5,1407.89,0.13,E102,Returned
O1786,8/24/2024,C1034,P1082,2,1110.63,0.16,E100,Returned
O1787,9/7/2025,C1080,P1045,5,542.36,0.16,E106,Pending
O1788,5/30/2024,C1178,P1017,2,892.77,0.04,E103,Delivered
O1789,1/23/2024,C1052,P1042,2,1349.41,0.02,E101,Returned
O1790,9/15/2024,C1019,P1044,2,1139.26,0.01,E104,Pending
O1791,7/5/2025,C1006,P1072,1,1320.78,0.13,E103,Delivered
O1792,6/8/2025,C1189,P1073,2,472.59,0.09,E105,Delivered
O1793,1/24/2024,C1199,P1097,4,294.18,0.14,E102,Pending
O1794,8/31/2025,C1185,P1063,3,1048.63,0.16,E108,Delivered
O1795,6/12/2025,C1040,P1082,2,450.89,0.12,E102,Pending
O1796,2/27/2024,C1174,P1073,3,1063.2,0.04,E113,Pending
O1797,4/13/2024,C1045,P1058,2,1293.82,0.12,E103,Delivered
O1798,11/28/2025,C1114,P1029,2,897.98,0.05,E103,Returned
O1799,5/14/2025,C1008,P1062,4,676.61,0.19,E105,Returned
O1800,10/7/2025,C1092,P1003,1,1310.31,0,E108,Delivered
O1801,6/20/2024,C1182,P1028,5,1175.27,0.2,E100,Pending
O1802,10/5/2024,C1048,P1081,1,285.87,0.18,E100,Pending
O1803,6/15/2024,C1106,P1010,5,485.48,0.01,E108,Pending
O1804,11/29/2024,C1037,P1050,5,147.33,0.02,E107,Delivered
O1805,6/13/2025,C1160,P1004,2,584.61,0.04,E110,Returned
O1806,11/27/2024,C1131,P1050,3,570.14,0.09,E100,Returned
O1807,4/28/2025,C1144,P1041,4,704.79,0.1,E109,Pending
O1808,7/9/2024,C1138,P1034,2,1168.7,0.11,E112,Pending
O1809,6/24/2024,C1190,P1004,3,476.4,0.01,E102,Delivered
O1810,7/18/2024,C1016,P1097,1,1422.64,0.04,E104,Pending
O1811,10/21/2025,C1025,P1060,4,1062.69,0.03,E113,Delivered
O1812,6/15/2024,C1174,P1004,5,69.93,0.09,E114,Delivered
O1813,3/20/2024,C1023,P1001,3,109.77,0.09,E114,Returned
O1814,1/3/2024,C1075,P1065,1,1423.42,0.01,E104,Returned
O1815,11/7/2024,C1046,P1098,2,788.41,0.05,E102,Pending
O1816,2/10/2025,C1100,P1072,2,1356.57,0.01,E112,Returned
O1817,11/26/2025,C1034,P1086,4,1183.7,0.08,E100,Pending
O1818,6/11/2025,C1046,P1065,4,1142.19,0.13,E101,Pending
O1819,11/18/2025,C1119,P1091,5,1038.4,0.18,E111,Delivered
O1820,9/6/2025,C1006,P1018,1,96.45,0.1,E104,Delivered
O1821,7/12/2025,C1083,P1001,4,1267.58,0.08,E111,Delivered
O1822,12/24/2024,C1106,P1081,2,773.75,0.16,E106,Pending
O1823,1/28/2025,C1070,P1034,2,1328.99,0.05,E102,Delivered
O1824,8/29/2025,C1102,P1021,1,1044.59,0.02,E108,Returned
O1825,4/8/2024,C1181,P1060,4,1378.94,0.19,E101,Returned
O1826,7/24/2025,C1193,P1019,4,774.12,0.15,E107,Returned
O1827,12/4/2025,C1038,P1039,3,861.51,0.07,E100,Pending
O1828,4/13/2024,C1028,P1014,1,901.24,0.01,E106,Delivered
O1829,11/24/2025,C1055,P1065,5,665.12,0.05,E100,Returned
O1830,2/17/2025,C1019,P1066,5,1489.89,0.03,E114,Returned
O1831,10/10/2024,C1143,P1011,3,1253.31,0.17,E100,Delivered
O1832,7/4/2025,C1054,P1032,1,1124.32,0.05,E113,Returned
O1833,9/19/2025,C1012,P1071,3,565.25,0.1,E108,Returned
O1834,4/18/2025,C1179,P1043,4,820.85,0.13,E108,Pending
O1835,6/28/2024,C1048,P1056,5,515.69,0.14,E112,Pending
O1836,9/24/2025,C1043,P1043,1,1460.99,0.18,E100,Pending
O1837,11/25/2024,C1163,P1097,2,822.94,0.19,E109,Delivered
O1838,4/15/2025,C1154,P1028,3,1266.55,0.19,E100,Delivered
O1839,11/8/2024,C1165,P1079,4,179.43,0.02,E104,Returned
O1840,1/16/2025,C1119,P1017,4,48.91,0.11,E105,Pending
O1841,6/20/2025,C1140,P1015,2,445.57,0.19,E100,Returned
O1842,12/28/2025,C1058,P1068,2,723.4,0.12,E110,Pending
O1843,3/28/2024,C1159,P1078,5,328.95,0.12,E107,Returned
O1844,12/31/2025,C1126,P1082,2,1035.09,0.07,E111,Returned
O1845,4/27/2025,C1146,P1081,3,379.31,0.05,E111,Pending
O1846,11/19/2024,C1103,P1093,3,996.38,0.08,E103,Pending
O1847,9/18/2024,C1122,P1095,2,595.9,0.06,E110,Returned
O1848,10/31/2024,C1043,P1036,4,438.71,0.19,E103,Delivered
O1849,6/26/2025,C1126,P1016,5,806.81,0.2,E113,Delivered
O1850,6/10/2024,C1025,P1012,4,798.4,0.16,E109,Delivered
O1851,5/18/2024,C1085,P1032,2,958.22,0.05,E103,Delivered
O1852,12/16/2024,C1100,P1034,3,1285.86,0.04,E102,Returned
O1853,8/12/2025,C1043,P1091,4,388.68,0.14,E102,Pending
O1854,4/30/2024,C1155,P1080,5,1153.45,0.12,E104,Returned
O1855,5/5/2025,C1144,P1056,4,490.83,0.17,E103,Delivered
O1856,2/15/2024,C1067,P1005,1,1416.92,0.14,E104,Returned
O1857,5/10/2025,C1141,P1003,3,644.05,0.05,E107,Returned
O1858,1/11/2024,C1147,P1032,5,506.83,0.07,E104,Pending
O1859,2/11/2025,C1072,P1057,3,642.42,0.16,E110,Returned
O1860,8/16/2024,C1002,P1089,2,86.22,0.09,E108,Pending
O1861,3/7/2024,C1017,P1002,5,64.95,0.09,E114,Delivered
O1862,5/21/2024,C1183,P1032,3,111.46,0.1,E102,Pending
O1863,1/14/2025,C1130,P1061,2,1397.8,0.03,E113,Pending
O1864,3/9/2024,C1098,P1002,4,168.94,0.16,E112,Returned
O1865,4/4/2024,C1170,P1084,3,843.57,0.14,E103,Returned
O1866,4/15/2025,C1198,P1076,2,676.02,0.16,E110,Delivered
O1867,10/22/2025,C1105,P1057,2,1265.5,0.1,E113,Delivered
O1868,8/15/2024,C1133,P1031,3,1095.25,0.03,E108,Pending
O1869,2/10/2024,C1045,P1052,5,274.38,0.16,E108,Pending
O1870,4/2/2024,C1197,P1025,2,96.96,0.17,E100,Pending
O1871,8/1/2024,C1180,P1080,2,1150.78,0.05,E111,Pending
O1872,3/26/2024,C1080,P1098,1,319.69,0.07,E112,Delivered
O1873,2/11/2025,C1165,P1053,4,564.73,0,E101,Pending
O1874,4/28/2024,C1128,P1011,3,1298.38,0.13,E112,Delivered
O1875,10/9/2025,C1143,P1042,1,523.52,0.06,E103,Returned
O1876,10/10/2024,C1161,P1018,1,67.27,0.11,E105,Delivered
O1877,12/24/2024,C1053,P1060,5,395.56,0.17,E103,Returned
O1878,1/28/2024,C1126,P1019,4,96.69,0.02,E110,Returned
O1879,9/13/2025,C1190,P1043,1,1058.32,0.05,E104,Pending
O1880,7/1/2024,C1148,P1041,2,842.21,0.06,E109,Pending
O1881,1/5/2024,C1159,P1043,1,1423.19,0.1,E103,Pending
O1882,11/25/2025,C1028,P1028,1,1363.91,0.18,E108,Delivered
O1883,5/21/2025,C1001,P1075,1,293.43,0.05,E109,Delivered
O1884,5/20/2024,C1087,P1090,2,353.55,0.18,E105,Pending
O1885,12/3/2024,C1138,P1009,2,842.15,0.12,E114,Returned
O1886,10/27/2024,C1179,P1062,3,176.93,0.04,E113,Pending
O1887,6/23/2025,C1122,P1092,1,949.48,0.13,E114,Pending
O1888,5/23/2025,C1092,P1025,3,627.14,0.09,E114,Delivered
O1889,12/12/2024,C1144,P1013,4,498.5,0.05,E106,Delivered
O1890,11/15/2024,C1075,P1035,3,544.26,0.08,E107,Returned
O1891,4/15/2025,C1067,P1010,4,719.39,0.17,E112,Returned
O1892,12/14/2025,C1172,P1064,4,199,0.05,E114,Delivered
O1893,11/14/2024,C1099,P1095,3,1473.67,0.09,E106,Pending
O1894,7/4/2025,C1162,P1092,1,734.22,0.19,E113,Returned
O1895,1/10/2025,C1078,P1027,4,1086.54,0.11,E107,Pending
O1896,5/28/2024,C1048,P1079,2,582.05,0,E104,Delivered
O1897,7/2/2025,C1061,P1052,3,1003.99,0.05,E104,Returned
O1898,1/21/2024,C1062,P1096,5,1000.99,0.07,E109,Delivered
O1899,8/30/2025,C1094,P1041,2,1145.83,0.15,E102,Delivered
O1900,8/8/2025,C1194,P1068,5,891.95,0.03,E104,Returned
O1901,5/2/2024,C1000,P1039,4,1168.4,0.07,E113,Returned
O1902,3/19/2025,C1176,P1014,5,973.79,0.18,E100,Returned
O1903,11/26/2024,C1071,P1064,3,551.85,0.12,E112,Pending
O1904,6/6/2025,C1075,P1012,3,912.9,0.13,E104,Pending
O1905,11/7/2025,C1061,P1070,3,687.66,0.12,E108,Delivered
O1906,9/16/2025,C1086,P1087,5,1267.25,0.17,E102,Pending
O1907,3/25/2025,C1043,P1085,1,1179.94,0.18,E101,Returned
O1908,12/30/2025,C1132,P1096,1,747.33,0.02,E106,Pending
O1909,12/11/2024,C1119,P1012,5,609.3,0.1,E105,Returned
O1910,10/7/2025,C1160,P1061,4,1150.19,0.14,E106,Returned
O1911,2/28/2024,C1029,P1058,3,139.9,0.07,E109,Pending
O1912,4/1/2025,C1100,P1038,2,1164.74,0.05,E112,Pending
O1913,3/13/2025,C1170,P1054,1,718.92,0.08,E111,Delivered
O1914,9/8/2025,C1163,P1100,5,359.24,0,E112,Delivered
O1915,12/12/2024,C1100,P1050,2,1053.11,0.2,E101,Pending
O1916,11/1/2024,C1195,P1028,3,1205.9,0.09,E102,Delivered
O1917,11/8/2025,C1054,P1094,1,534.5,0.03,E106,Returned
O1918,11/23/2024,C1109,P1086,2,1457.43,0.07,E101,Delivered
O1919,1/29/2024,C1017,P1056,5,248.39,0,E112,Returned
O1920,9/26/2024,C1104,P1033,2,822.46,0.07,E108,Delivered
O1921,9/30/2025,C1175,P1035,2,1423.87,0.08,E105,Pending
O1922,3/11/2025,C1195,P1091,1,495.86,0.12,E106,Delivered
O1923,12/9/2025,C1120,P1042,2,996.97,0.18,E113,Pending
O1924,1/10/2024,C1017,P1018,2,1394.26,0.06,E114,Returned
O1925,6/1/2025,C1080,P1082,1,1161.95,0.12,E105,Delivered
O1926,3/1/2024,C1199,P1034,3,1004.21,0.01,E110,Delivered
O1927,10/19/2024,C1151,P1091,3,1482.46,0.17,E113,Delivered
O1928,11/3/2024,C1017,P1006,5,1422.49,0.11,E114,Returned
O1929,10/17/2024,C1104,P1026,1,602.76,0.07,E100,Returned
O1930,12/14/2024,C1082,P1040,1,1326.8,0.11,E112,Delivered
O1931,8/18/2025,C1157,P1069,2,1033.17,0.18,E110,Returned
O1932,3/11/2024,C1102,P1039,1,829.16,0.06,E107,Delivered
O1933,10/16/2025,C1073,P1014,1,150.41,0.03,E113,Delivered
O1934,8/10/2025,C1056,P1015,4,266.45,0.1,E104,Pending
O1935,5/24/2025,C1141,P1029,4,357.19,0.1,E106,Returned
O1936,7/9/2025,C1003,P1056,4,1462.54,0,E111,Delivered
O1937,8/6/2025,C1017,P1034,5,1438.77,0.01,E106,Returned
O1938,12/18/2025,C1056,P1096,5,518.73,0.13,E100,Returned
O1939,6/18/2024,C1079,P1021,4,1357.44,0,E111,Delivered
O1940,9/22/2025,C1072,P1048,4,223.28,0.04,E104,Delivered
O1941,6/26/2024,C1111,P1087,5,630.5,0.2,E110,Delivered
O1942,6/27/2025,C1133,P1029,2,667.35,0.02,E103,Returned
O1943,2/20/2024,C1057,P1074,2,541.49,0.14,E114,Pending
O1944,2/25/2024,C1029,P1074,5,351.58,0.14,E113,Pending
O1945,7/10/2024,C1064,P1086,4,1402.26,0.1,E106,Returned
O1946,6/18/2024,C1152,P1100,2,1243.56,0.02,E106,Delivered
O1947,1/31/2025,C1163,P1010,2,183,0.18,E112,Delivered
O1948,8/2/2025,C1099,P1020,3,278.84,0.05,E112,Delivered
O1949,2/3/2024,C1105,P1010,4,1247,0.04,E112,Pending
O1950,3/8/2025,C1088,P1078,1,338.74,0.01,E109,Delivered
O1951,8/23/2025,C1106,P1058,4,218.93,0.12,E105,Returned
O1952,10/13/2025,C1194,P1033,4,1136.12,0.19,E103,Delivered
O1953,12/21/2024,C1122,P1080,4,1088.33,0.02,E108,Pending
O1954,9/30/2025,C1071,P1002,1,814.37,0.03,E105,Pending
O1955,6/20/2025,C1070,P1021,5,1097.16,0.16,E109,Returned
O1956,4/16/2024,C1063,P1033,5,307.79,0.19,E102,Returned
O1957,1/28/2025,C1195,P1015,1,1415.32,0.2,E110,Delivered
O1958,10/28/2024,C1135,P1080,4,347.51,0,E113,Pending
O1959,1/22/2025,C1040,P1086,3,639.59,0.08,E104,Pending
O1960,11/21/2025,C1027,P1016,2,996.94,0.13,E106,Returned
O1961,3/4/2025,C1110,P1012,1,247.4,0.1,E110,Returned
O1962,11/6/2024,C1158,P1088,1,412.11,0.2,E111,Returned
O1963,4/4/2024,C1127,P1047,3,607.74,0.07,E108,Delivered
O1964,11/27/2025,C1026,P1035,2,1185.57,0,E102,Delivered
O1965,12/22/2024,C1155,P1002,5,416.86,0.18,E108,Returned
O1966,6/2/2025,C1136,P1100,1,887.84,0.07,E105,Pending
O1967,3/25/2025,C1159,P1016,4,603.14,0.04,E104,Returned
O1968,9/18/2024,C1043,P1023,5,35.14,0.15,E111,Delivered
O1969,6/1/2025,C1087,P1083,1,841.64,0.06,E111,Pending
O1970,7/8/2025,C1081,P1062,2,1067.52,0.12,E107,Delivered
O1971,1/30/2024,C1157,P1068,1,1042.61,0.08,E104,Pending
O1972,11/20/2024,C1012,P1003,1,1421.18,0.01,E104,Delivered
O1973,2/8/2025,C1125,P1026,3,1395.24,0.06,E107,Returned
O1974,12/5/2025,C1033,P1060,3,1036.71,0.04,E108,Pending
O1975,5/17/2025,C1113,P1032,3,1104.57,0.16,E106,Delivered
O1976,5/19/2024,C1151,P1029,4,1264.52,0.2,E114,Delivered
O1977,3/15/2024,C1044,P1058,5,1099.64,0.12,E103,Pending
O1978,9/13/2025,C1040,P1048,4,759.76,0.07,E110,Pending
O1979,10/5/2025,C1054,P1002,2,883.85,0.11,E110,Returned
O1980,1/27/2025,C1005,P1063,1,974.64,0.09,E103,Pending
O1981,6/8/2024,C1048,P1086,2,977.36,0.05,E111,Pending
O1982,1/22/2024,C1031,P1073,4,27.09,0.05,E113,Returned
O1983,6/8/2025,C1175,P1044,2,1490.39,0.05,E110,Returned
O1984,5/26/2025,C1141,P1002,5,1400.23,0.15,E108,Pending
O1985,3/24/2025,C1099,P1067,2,1353.57,0.15,E102,Pending
O1986,3/10/2025,C1100,P1037,5,681.36,0.09,E103,Returned
O1987,12/16/2025,C1166,P1022,3,150.27,0.03,E105,Pending
O1988,10/18/2024,C1063,P1083,5,185.29,0.12,E101,Returned
O1989,2/4/2024,C1191,P1017,2,1407.83,0.05,E106,Delivered
O1990,6/17/2025,C1033,P1063,5,1309.02,0.17,E100,Pending
O1991,8/29/2025,C1057,P1035,4,347.67,0.03,E109,Pending
O1992,2/14/2025,C1055,P1055,5,404.83,0.09,E107,Returned
O1993,8/18/2024,C1114,P1064,1,1356.14,0.05,E105,Returned
O1994,9/7/2024,C1021,P1042,1,1319.19,0.04,E114,Returned
O1995,4/26/2025,C1132,P1051,1,461.62,0.03,E114,Delivered
O1996,7/14/2025,C1137,P1028,5,480.39,0.14,E103,Pending
O1997,1/13/2024,C1136,P1035,3,1086.78,0.18,E108,Returned
O1998,1/12/2025,C1028,P1045,4,893.41,0.15,E109,Delivered
O1999,6/29/2024,C1148,P1025,4,1175.06,0.01,E104,Returned
O2000,12/16/2024,C1015,P1079,4,215.41,0.07,E105,Pending
O2001,8/29/2024,C1181,P1052,3,1125.22,0.12,E106,Delivered
O2002,10/10/2025,C1030,P1013,4,902.98,0.15,E101,Delivered
O2003,8/11/2025,C1119,P1014,4,428.31,0.13,E110,Delivered
O2004,12/23/2025,C1106,P1010,3,346.45,0.07,E104,Returned
O2005,9/28/2024,C1140,P1063,2,924.91,0.16,E113,Pending
O2006,9/12/2025,C1100,P1023,2,1479.16,0.15,E106,Delivered
O2007,11/12/2025,C1138,P1022,3,1293.66,0.02,E113,Returned
O2008,5/26/2024,C1128,P1089,2,862.48,0.11,E113,Pending
O2009,5/18/2024,C1197,P1046,3,906.52,0.05,E109,Delivered
O2010,10/15/2025,C1058,P1018,4,467.26,0.18,E108,Returned
O2011,2/10/2024,C1138,P1093,2,1486.86,0.01,E104,Returned
O2012,5/6/2025,C1114,P1079,5,450.32,0.14,E104,Delivered
O2013,4/15/2025,C1036,P1060,1,1101.78,0.13,E110,Pending
O2014,9/25/2025,C1070,P1043,1,882.92,0.05,E102,Returned
O2015,2/5/2025,C1037,P1081,1,839.32,0.12,E113,Pending
O2016,3/20/2025,C1139,P1001,3,468.36,0.05,E113,Delivered
O2017,3/26/2024,C1187,P1034,5,700.12,0.16,E112,Returned
O2018,5/18/2024,C1007,P1066,2,329.95,0.05,E112,Delivered
O2019,1/17/2024,C1007,P1075,2,627.8,0.03,E100,Pending
O2020,5/19/2024,C1111,P1013,2,398.69,0.01,E100,Delivered
O2021,9/2/2025,C1055,P1025,3,932.85,0.09,E113,Pending
O2022,11/24/2024,C1121,P1009,5,797.47,0.15,E102,Delivered
O2023,9/22/2024,C1084,P1042,3,1266.07,0.06,E102,Delivered
O2024,7/7/2025,C1094,P1012,1,1145.56,0.11,E105,Pending
O2025,9/6/2024,C1126,P1088,5,1391.08,0.14,E103,Pending
O2026,6/30/2024,C1063,P1099,2,1012.93,0.1,E111,Delivered
O2027,8/15/2025,C1120,P1034,4,1167.93,0.02,E113,Returned
O2028,12/14/2025,C1076,P1012,5,303.15,0.07,E103,Delivered
O2029,12/26/2024,C1095,P1016,2,1197.61,0.16,E101,Pending
O2030,8/8/2025,C1002,P1029,4,1003.18,0.05,E109,Returned
O2031,1/7/2024,C1072,P1063,3,720.58,0.14,E108,Delivered
O2032,1/26/2024,C1184,P1066,4,562.92,0.18,E105,Pending
O2033,10/26/2024,C1070,P1077,1,1455.83,0.15,E113,Delivered
O2034,1/4/2024,C1195,P1068,3,1234.48,0.11,E110,Pending
O2035,1/19/2024,C1146,P1051,5,333.14,0.01,E101,Pending
O2036,9/25/2024,C1073,P1020,5,456.52,0.19,E104,Delivered
O2037,1/2/2024,C1027,P1065,1,220.73,0.09,E114,Returned
O2038,2/3/2024,C1167,P1018,5,1464.76,0.1,E112,Returned
O2039,9/26/2024,C1113,P1012,4,1357.52,0.18,E112,Pending
O2040,3/4/2025,C1149,P1063,1,706.64,0.06,E111,Delivered
O2041,7/3/2025,C1177,P1049,4,915.36,0.03,E108,Pending
O2042,8/22/2025,C1102,P1081,5,1474.1,0.02,E111,Pending
O2043,2/9/2024,C1034,P1043,5,1291.65,0,E112,Delivered
O2044,12/28/2025,C1199,P1046,1,251.58,0.19,E107,Returned
O2045,8/27/2024,C1170,P1092,5,1221.13,0.01,E113,Delivered
O2046,3/26/2024,C1027,P1086,3,1097.37,0.18,E110,Returned
O2047,6/29/2025,C1136,P1044,2,497.28,0.12,E100,Returned
O2048,12/16/2024,C1091,P1069,4,1217.3,0,E103,Delivered
O2049,8/29/2025,C1032,P1083,3,868.73,0.16,E110,Delivered
O2050,10/18/2025,C1057,P1075,2,200.94,0.14,E106,Pending
O2051,3/18/2024,C1045,P1038,2,1040.46,0.18,E100,Pending
O2052,8/12/2024,C1038,P1096,2,770.41,0.18,E113,Pending
O2053,7/19/2024,C1131,P1056,1,499.57,0.17,E110,Pending
O2054,12/10/2024,C1087,P1070,4,330.86,0.18,E108,Pending
O2055,1/9/2025,C1036,P1012,3,806.82,0.01,E111,Returned
O2056,5/11/2024,C1071,P1064,5,493.24,0.03,E100,Pending
O2057,5/25/2025,C1183,P1028,4,1235.25,0.1,E107,Returned
O2058,10/6/2024,C1176,P1077,3,211.48,0.09,E109,Returned
O2059,1/6/2025,C1047,P1071,4,839.83,0.02,E104,Returned
O2060,6/9/2024,C1108,P1092,5,945.41,0.06,E112,Returned
O2061,3/28/2024,C1174,P1032,5,620.79,0.05,E110,Returned
O2062,7/31/2025,C1094,P1031,1,311.08,0.08,E107,Delivered
O2063,1/11/2025,C1066,P1033,4,652.83,0.18,E112,Pending
O2064,6/15/2024,C1191,P1013,5,1318.25,0.05,E114,Delivered
O2065,8/3/2025,C1142,P1056,2,512.74,0.07,E106,Returned
O2066,8/27/2025,C1110,P1065,5,254.28,0.18,E107,Returned
O2067,8/30/2025,C1184,P1090,5,862.74,0.03,E101,Delivered
O2068,12/2/2024,C1140,P1033,4,1091.52,0.03,E108,Returned
O2069,8/27/2024,C1104,P1065,1,89.63,0.08,E105,Delivered
O2070,3/28/2025,C1154,P1047,2,1106.53,0.07,E106,Returned
O2071,12/8/2024,C1163,P1026,5,1128.66,0.06,E106,Returned
O2072,12/28/2024,C1195,P1091,5,118.92,0.18,E114,Delivered
O2073,12/22/2025,C1123,P1067,5,379.04,0.11,E109,Pending
O2074,9/15/2025,C1116,P1095,3,187.89,0.1,E104,Returned
O2075,12/30/2025,C1182,P1037,1,948.92,0.06,E114,Pending
O2076,2/5/2025,C1079,P1030,4,422.63,0.18,E112,Pending
O2077,1/7/2024,C1137,P1034,1,1362.26,0.1,E110,Returned
O2078,12/29/2025,C1005,P1085,3,35.16,0.04,E110,Delivered
O2079,5/27/2025,C1003,P1059,2,774.55,0,E105,Returned
O2080,12/18/2025,C1030,P1010,2,242.84,0.03,E103,Delivered
O2081,11/19/2025,C1115,P1001,2,1265.42,0.16,E101,Delivered
O2082,5/26/2025,C1088,P1002,4,1108.76,0,E107,Pending
O2083,7/21/2024,C1113,P1072,4,1348.25,0.08,E114,Delivered
O2084,6/10/2024,C1146,P1033,2,1101.93,0.11,E101,Pending
O2085,4/25/2024,C1039,P1051,2,252.07,0.15,E107,Delivered
O2086,5/18/2024,C1100,P1049,3,1082.91,0.17,E112,Returned
O2087,8/6/2024,C1073,P1043,2,1117.3,0.14,E100,Pending
O2088,2/10/2025,C1005,P1001,3,435.13,0.09,E109,Returned
O2089,11/15/2025,C1078,P1073,5,721.73,0.02,E114,Delivered
O2090,2/19/2025,C1030,P1092,1,306.29,0.18,E108,Delivered
O2091,8/18/2024,C1190,P1099,3,1492.97,0.05,E110,Returned
O2092,12/6/2024,C1094,P1036,2,807.27,0.1,E107,Pending
O2093,7/1/2024,C1089,P1029,4,1078.56,0.02,E112,Pending
O2094,11/2/2025,C1157,P1032,3,1190.97,0.17,E113,Pending
O2095,1/2/2025,C1158,P1038,3,1211.07,0.19,E109,Delivered
O2096,4/4/2025,C1162,P1062,2,1373.89,0.18,E105,Delivered
O2097,10/18/2024,C1062,P1066,3,1116.84,0.05,E102,Returned
O2098,8/22/2025,C1083,P1023,3,450.42,0.14,E110,Returned
O2099,3/18/2024,C1060,P1069,3,60.86,0.1,E113,Returned
O2100,10/3/2024,C1034,P1010,1,1394.65,0.11,E113,Returned
O2101,8/25/2024,C1031,P1047,3,1233.66,0.03,E104,Returned
O2102,1/13/2024,C1012,P1078,2,506.21,0.02,E114,Delivered
O2103,11/3/2025,C1078,P1049,2,456.99,0.19,E107,Delivered
O2104,7/30/2025,C1101,P1082,1,594.06,0.06,E106,Pending
O2105,11/9/2024,C1175,P1047,4,744.14,0.19,E112,Delivered
O2106,10/11/2025,C1177,P1064,1,757,0.06,E109,Delivered
O2107,6/26/2024,C1092,P1063,1,1138.49,0.15,E112,Delivered
O2108,6/11/2024,C1142,P1034,3,580.47,0.12,E109,Pending
O2109,10/29/2025,C1033,P1063,1,1359.66,0.03,E102,Pending
O2110,12/7/2024,C1163,P1090,4,1073.69,0.16,E110,Delivered
O2111,11/15/2025,C1183,P1033,4,313.3,0.19,E103,Pending
O2112,2/25/2025,C1128,P1082,1,946.44,0.1,E105,Returned
O2113,7/11/2025,C1003,P1095,4,345.54,0,E102,Delivered
O2114,12/7/2025,C1072,P1002,3,1056.6,0.09,E106,Returned
O2115,12/21/2024,C1173,P1049,5,321.17,0.09,E110,Delivered
O2116,10/7/2025,C1002,P1079,4,685.7,0.1,E104,Returned
O2117,3/19/2024,C1135,P1026,1,27.43,0.17,E113,Returned
O2118,10/25/2024,C1047,P1051,5,813.24,0.2,E112,Delivered
O2119,3/23/2024,C1058,P1088,3,613.69,0.02,E106,Returned
O2120,11/15/2025,C1032,P1026,1,1177.82,0.07,E104,Delivered
O2121,7/4/2024,C1034,P1050,5,1237.57,0.02,E106,Pending
O2122,2/5/2024,C1062,P1009,2,1426.03,0.05,E105,Delivered
O2123,3/15/2024,C1020,P1053,1,1339.68,0.09,E106,Returned
O2124,4/17/2025,C1193,P1079,1,56.6,0.19,E105,Pending
O2125,9/4/2024,C1171,P1072,2,32.19,0.05,E104,Pending
O2126,3/9/2025,C1018,P1083,5,492.12,0.01,E103,Delivered
O2127,7/21/2024,C1054,P1023,1,984.85,0.13,E102,Delivered
O2128,9/23/2024,C1158,P1003,1,583.96,0.15,E105,Returned
O2129,10/10/2024,C1133,P1054,5,790.29,0.19,E102,Pending
O2130,4/28/2025,C1050,P1079,1,428.68,0.09,E100,Pending
O2131,10/6/2024,C1093,P1007,2,351.78,0.16,E100,Pending
O2132,6/1/2025,C1058,P1081,2,1034.34,0.01,E100,Delivered
O2133,3/31/2025,C1108,P1060,1,247.56,0.08,E104,Delivered
O2134,9/1/2025,C1099,P1078,4,312.3,0.17,E107,Delivered
O2135,7/18/2025,C1039,P1078,3,27.61,0.17,E106,Pending
O2136,1/1/2025,C1187,P1094,2,963.56,0.2,E109,Pending
O2137,12/17/2024,C1152,P1036,2,833.19,0.11,E106,Delivered
O2138,3/22/2025,C1061,P1017,4,1198.99,0.05,E109,Delivered
